Price,Tag,Time
7740.2,XBT/EUR,2018-04-28 22:13:46
7740.2,XBT/EUR,2018-04-28 22:14:02
7740.2,XBT/EUR,2018-04-28 22:14:06
7745.0,XBT/EUR,2018-04-28 22:14:16
7740.1,XBT/EUR,2018-04-28 22:14:26
7740.1,XBT/EUR,2018-04-28 22:14:36
7740.0,XBT/EUR,2018-04-28 22:14:46
7740.0,XBT/EUR,2018-04-28 22:14:56
7740.1,XBT/EUR,2018-04-28 22:15:06
7739.8,XBT/EUR,2018-04-28 22:15:16
7736.8,XBT/EUR,2018-04-28 22:15:26
7740.2,XBT/EUR,2018-04-28 22:15:36
7740.2,XBT/EUR,2018-04-28 22:15:46
7732.9,XBT/EUR,2018-04-28 22:15:57
7736.8,XBT/EUR,2018-04-28 22:16:08
7731.9,XBT/EUR,2018-04-28 22:16:17
7731.9,XBT/EUR,2018-04-28 22:16:27
7736.0,XBT/EUR,2018-04-28 22:16:37
7736.0,XBT/EUR,2018-04-28 22:16:47
7736.0,XBT/EUR,2018-04-28 22:16:57
7736.0,XBT/EUR,2018-04-28 22:17:07
7731.0,XBT/EUR,2018-04-28 22:17:17
7731.0,XBT/EUR,2018-04-28 22:17:27
7731.0,XBT/EUR,2018-04-28 22:17:37
7732.2,XBT/EUR,2018-04-28 22:17:47
7739.3,XBT/EUR,2018-04-28 22:17:57
7739.3,XBT/EUR,2018-04-28 22:18:07
7739.3,XBT/EUR,2018-04-28 22:18:17
7735.9,XBT/EUR,2018-04-28 22:18:27
7738.8,XBT/EUR,2018-04-28 22:18:37
7738.8,XBT/EUR,2018-04-28 22:18:46
7738.8,XBT/EUR,2018-04-28 22:18:56
